COMPANY,ADDRESS,LATITUDE,LONGITUDE,CO TPY,NOX TPY,Pb TPY,SO2 TPY,VOC TPY,PM10 TPY,PM2.5 TPY
SABINE COGEN LP,"SABINE COGEN LP,ORANGE,TEXAS,USA",30.0434436,-93.7692489,5.5,14.3,0.0,0.49,0.828,4.33,4.33
SOUTHEAST TEXAS INDUSTRIES INC,"SOUTHEAST TEXAS INDUSTRIES INC,ORANGE,TEXAS,USA",30.050964,-93.817123,0,0,0.0,0,1.18,0.0087,0.0012
HILCORP ENERGY COMPANY,"HILCORP ENERGY COMPANY,ORANGE,TEXAS,USA",31.9685988,-99.9018131,0.2237,0.2662,0.0,0.0016,8.6722,0.0202,0.0202
WESTPORT ORANGE SHIPYARD LLC,"WESTPORT ORANGE SHIPYARD LLC,ORANGE,TEXAS,USA",30.0909589,-93.72757949999999,3.06,2.9505,0.0,0.2333,22.4912,0.2535,0.2134
SUNOCO PARTNERS MARKETING & TERMINALS LP,"SUNOCO PARTNERS MARKETING & TERMINALS LP,ORANGE,TEXAS,USA",31.9685988,-99.9018131,0,0,0.0,0,0,0,0
INVISTA S A R L,"INVISTA S A R L,ORANGE,TEXAS,USA",30.0838828,-93.75145710000001,205.4765,2054.0027,0.0011,0.947,103.4119,15.7758,15.6995
ENERGY TRANSFER CO,"ENERGY TRANSFER CO,ORANGE,TEXAS,USA",31.9685988,-99.9018131,1.0977,17.3788,0.0,0.0736,7.2609,1.2495,1.2495
PETRODOME OPERATING LLC,"PETRODOME OPERATING LLC,ORANGE,TEXAS,USA",30.0929879,-93.7365549,2.6134,34.1567,0.0,0.005,9.2191,0.129,0.129
JEFFERSON RAILPORT TERMINAL I TEXAS LLC,"JEFFERSON RAILPORT TERMINAL I TEXAS LLC,ORANGE,TEXAS,USA",30.0878295,-94.0786361,4.4,14.04,0.0,0.99,16.58,0.95,0.95
HERITAGE THERMAL OF TEXAS LLC,"HERITAGE THERMAL OF TEXAS LLC,ORANGE,TEXAS,USA",30.0541571,-93.754644,0.615,0.1836,0.0001,0.0474,3.8777,2.0518,2.0205
BRAZOS ELECTRIC POWER COOPERATIVE INC,"BRAZOS ELECTRIC POWER COOPERATIVE INC,PALO PINTO,TEXAS,USA",32.6585693,-98.3094253,221.66,147.96,0.0005,0.684,13.1329,7.5306,7.5
COLT G & P NORTH TEXAS LP,"COLT G & P NORTH TEXAS LP,PALO PINTO,TEXAS,USA",32.9384234,-98.2461141,22.8606,21.9522,0.0,0.1116,15.1771,2.5932,2.5932
MERIDIAN BRICK LLC,"MERIDIAN BRICK LLC,PALO PINTO,TEXAS,USA",32.7679859,-98.2987543,49.2802,12.3808,0.0106,89.9052,4.345,41.849,34.5361
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,PANOLA,TEXAS,USA",32.3577385,-94.09166959999999,219.0554,400.5291,0.0,46.0068,225.4853,19.3075,19.3075
TGNR EAST TEXAS LLC,"TGNR EAST TEXAS LLC,PANOLA,TEXAS,USA",32.3577385,-94.09166959999999,73.6479,48.176,0.0,0.1898,50.6772,3.2298,3.2298
LOUISIANA-PACIFIC CORPORATION,"LOUISIANA-PACIFIC CORPORATION,PANOLA,TEXAS,USA",32.1866134,-94.3605745,188.4074,158.2034,0.0046,8.6167,128.3031,39.393,39.0485
GULF SOUTH PIPELINE COMPANY LLC,"GULF SOUTH PIPELINE COMPANY LLC,PANOLA,TEXAS,USA",32.3577385,-94.09166959999999,10.595,50.3917,0.0,2.9865,46.1696,6.2637,6.1079
DCP OPERATING COMPANY  LP,"DCP OPERATING COMPANY  LP,PANOLA,TEXAS,USA",32.3577385,-94.09166959999999,1.9924,0.998,0.0,0,2.2281,0,0
MARKWEST ENERGY EAST TX GAS CO LLC,"MARKWEST ENERGY EAST TX GAS CO LLC,PANOLA,TEXAS,USA",32.1920035,-94.315422,4.0328,93.7104,0.0,0.1567,18.7533,2.6493,2.6493
MARKWEST ENERGY TX GAS CO LLC,"MARKWEST ENERGY TX GAS CO LLC,PANOLA,TEXAS,USA",32.0868271,-94.3865194,1.9166,27.5734,0.0,0.0527,12.1411,0.894,0.894
MARKWEST ENERGY EAST TX GAS COMPANY LLC,"MARKWEST ENERGY EAST TX GAS COMPANY LLC,PANOLA,TEXAS,USA",32.1920035,-94.315422,5.3,65.5944,0.0,0.1164,12.4542,2.0503,2.0503
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,PANOLA,TEXAS,USA",32.1569813,-94.3349607,35.3436,13.489,0.0,5.0647,13.3173,2.5082,2.5082
ACME BRICK COMPANY,"ACME BRICK COMPANY,PARKER,TEXAS,USA",32.7166355,-98.0527475,105.8879,18.176,0.0095,53.7145,17.3612,93.0566,81.776
INNOVEX DOWNHOLE SOLUTIONS INC,"INNOVEX DOWNHOLE SOLUTIONS INC,PARKER,TEXAS,USA",33.0553975,-96.6219376,0.09,0.09,0.0,0,14.0511,0.072,0.002
WEATHERFORD AEROSPACE INC,"WEATHERFORD AEROSPACE INC,PARKER,TEXAS,USA",32.7731742,-97.8053283,1.1845,1.4101,0.0,0.0084,0.1443,0.25,0.25
TEXAS REGIONAL LANDFILL COMPANY LP,"TEXAS REGIONAL LANDFILL COMPANY LP,PARKER,TEXAS,USA",33.0553975,-96.6219376,33.75,6.2,0.0,5.96,4.733,5.98,4.01
MAGELLAN PIPELINE TERMINALS LP,"MAGELLAN PIPELINE TERMINALS LP,PARKER,TEXAS,USA",33.0553975,-96.6219376,2.7349,1.3699,0.0,0.0034,35.9152,0.0018,0.0018
COLT G & P NORTH TEXAS LP,"COLT G & P NORTH TEXAS LP,PARKER,TEXAS,USA",33.0312119,-96.7052124,3.8672,3.3925,0.0,0.0521,6.9483,0.9771,0.9771
MERIDIAN BRICK LLC,"MERIDIAN BRICK LLC,PARKER,TEXAS,USA",33.0553975,-96.6219376,26.9093,7.8485,0.0003,93.2407,1.278,23.3625,23.0349
ACACIA NATURAL GAS LLC,"ACACIA NATURAL GAS LLC,PARKER,TEXAS,USA",33.0553975,-96.6219376,3.143,19.007,0.0,0.0791,7.2536,1.3395,1.3395
EMPIRE PIPELINE CORP,"EMPIRE PIPELINE CORP,PARKER,TEXAS,USA",33.0553975,-96.6219376,12.5256,2.8516,0.0,0.0168,3.6544,0.2861,0.2861
ENLINK TEXAS PROCESSING  LP,"ENLINK TEXAS PROCESSING  LP,PARKER,TEXAS,USA",33.0553975,-96.6219376,15.8595,10.2223,0.0,0.0953,18.3281,2.6623,2.6623
BARNETT GATHERING  LLC,"BARNETT GATHERING  LLC,PARKER,TEXAS,USA",32.5564947,-97.6649947,19.8831,39.2594,0.0,0.1619,53.8574,2.6936,2.6936
ENERGY TRANSFER FUEL LP,"ENERGY TRANSFER FUEL LP,PARKER,TEXAS,USA",33.3828595,-97.17640709999999,9.7248,33.6064,0.0,0.1603,30.2538,2.7014,2.7014
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,PARKER,TEXAS,USA",33.0553975,-96.6219376,0.7972,4.5173,0.0,0.0263,11.8066,0.4464,0.4464
ENLINK NORTH TEXAS GATHERING LP,"ENLINK NORTH TEXAS GATHERING LP,PARKER,TEXAS,USA",33.0553975,-96.6219376,10.8315,42.7487,0.0,0.2301,24.8648,3.8816,3.8816
ENLINK TEXAS PROCESSING LP,"ENLINK TEXAS PROCESSING LP,PARKER,TEXAS,USA",33.0553975,-96.6219376,19.391,23.8951,0.0,0.0187,11.9607,3.7869,3.7869
BARNETT GATHERING LLC,"BARNETT GATHERING LLC,PARKER,TEXAS,USA",32.5564947,-97.6649947,5.5729,6.446,0.0,0.0505,33.371,0.0753,0.0753
BOSQUE DISPOSAL SYSTEMS LLC,"BOSQUE DISPOSAL SYSTEMS LLC,PARKER,TEXAS,USA",33.0553975,-96.6219376,0,0,0.0,0,17.0911,0,0
GARDNER DENVER PETROLEUM PUMPS LLC,"GARDNER DENVER PETROLEUM PUMPS LLC,PARKER,TEXAS,USA",33.0553975,-96.6219376,0,0,0.0,0,0.2759,0.0011,0.0001
CARGILL MEAT SOLUTIONS CORPORATION,"CARGILL MEAT SOLUTIONS CORPORATION,PARMER,TEXAS,USA",34.598641,-102.7733148,37.459,32.901,0.0,24.154,2.533,4.1102,3.6859
PARMER COUNTY COTTON GROWERS,"PARMER COUNTY COTTON GROWERS,PARMER,TEXAS,USA",34.3645649,-102.9814502,1.3,1.55,0.0,0.01,0.09,13.1,0.95
EL PASO NATURAL GAS COMPANY LLC,"EL PASO NATURAL GAS COMPANY LLC,PECOS,TEXAS,USA",31.4229124,-103.4932293,0.0093,0.0867,0.0,0,0.1068,0.0016,0.0016
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,PECOS,TEXAS,USA",31.4229124,-103.4932293,36.2039,67.2269,0.0,89.8804,14.4467,2.3053,2.3053
KINDER MORGAN PRODUCTION CO LLC,"KINDER MORGAN PRODUCTION CO LLC,PECOS,TEXAS,USA",31.4231932,-103.4928448,136.6107,567.7177,0.0,9.9064,47.2711,16.6144,16.6144
ONEOK WESTEX TRANSMISSION LLC,"ONEOK WESTEX TRANSMISSION LLC,PECOS,TEXAS,USA",31.2429175,-103.0646581,47.5388,31.6925,0.0,0.0328,7.1072,1.0834,1.0834
OASIS PIPELINE CO TEXAS  LP,"OASIS PIPELINE CO TEXAS  LP,PECOS,TEXAS,USA",31.4229124,-103.4932293,6.0154,40.7263,0.0,0.4599,1.391,0.8931,0.8931
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,PECOS,TEXAS,USA",31.4229124,-103.4932293,0,0,0.0,0,0.1418,0,0
TRANS-PECOS PIPELINE LLC,"TRANS-PECOS PIPELINE LLC,PECOS,TEXAS,USA",31.4251788,-103.4972214,7.0464,18.4157,0.0,0.0729,9.0153,1.2373,1.2373
VAQUERO PERMIAN PROCESSING LLC,"VAQUERO PERMIAN PROCESSING LLC,PECOS,TEXAS,USA",31.3358456,-103.0290046,47.489,64.552,0.0,2.1344,40.6861,3.4905,2.6227
TARGA SOUTHERN DELAWARE LLC,"TARGA SOUTHERN DELAWARE LLC,PECOS,TEXAS,USA",31.4229124,-103.4932293,20.1868,12.4655,0.0,72.1858,47.1875,0.6212,0.6212
XTO ENERGY INC,"XTO ENERGY INC,PECOS,TEXAS,USA",31.4229124,-103.4932293,15.09,18.08,0.0,0.38,29.321,2.03,2.03
PERMIAN HIGHWAY PIPELINE LLC,"PERMIAN HIGHWAY PIPELINE LLC,PECOS,TEXAS,USA",31.4229124,-103.4932293,11.3944,10.726,0.0,0.5976,0.9418,1.1619,1.1619
GEORGIA-PACIFIC WOOD PRODUCTS LLC,"GEORGIA-PACIFIC WOOD PRODUCTS LLC,POLK,TEXAS,USA",30.7150882,-94.81059549999999,990.7754,57.316,0.001,0.1503,181.9601,38.9884,18.2126
GEORGIA PACIFIC WOOD PRODUCTS LLC,"GEORGIA PACIFIC WOOD PRODUCTS LLC,POLK,TEXAS,USA",30.7150882,-94.81059549999999,489.08,125.719,0.0301,4.6213,548.6772,187.6148,101.9406
GULF SOUTH PIPELINE COMPANY LLC,"GULF SOUTH PIPELINE COMPANY LLC,POLK,TEXAS,USA",31.9685988,-99.9018131,29.6465,18.1168,0.0,0.1034,6.5111,1.3574,1.3574
KINDER MORGAN TEXAS PIPELINE LLC,"KINDER MORGAN TEXAS PIPELINE LLC,POLK,TEXAS,USA",30.7150882,-94.81059549999999,24.8677,88.0463,0.0,0.9436,3.9616,2.5278,2.5278
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,POLK,TEXAS,USA",30.7150882,-94.81059549999999,104.859,101.7997,0.0,4.3067,35.7998,5.4745,5.4745
CORRIGAN OSB LLC,"CORRIGAN OSB LLC,POLK,TEXAS,USA",30.9784255,-94.8417375,71.48,121.22,0.0,5.1,11.379,64,62.49
ASARCO LLC,"ASARCO LLC,POTTER,TEXAS,USA",35.2838117,-101.7307125,310.81,10.53,0.0512,0.09,3.38,6.53,0.63
TYSON FRESH MEATS INC,"TYSON FRESH MEATS INC,POTTER,TEXAS,USA",31.9685988,-99.9018131,110.18,46.629,0.0,28.4823,15.4395,12.1742,9.975
SCOUT ENERGY MANAGEMENT LLC,"SCOUT ENERGY MANAGEMENT LLC,POTTER,TEXAS,USA",35.404373,-101.9804613,116.6199,122.3428,0.0,0.223,123.5223,5.388,5.388
SOUTHWESTERN PUBLIC SERVICE COMPANY,"SOUTHWESTERN PUBLIC SERVICE COMPANY,POTTER,TEXAS,USA",35.2055352,-101.8329846,167.7834,988.4865,0.0035,6.5543,38.4637,56.2812,53.13
GRI TOWERS TEXAS INC,"GRI TOWERS TEXAS INC,POTTER,TEXAS,USA",35.404373,-101.9804613,0.652,0.6399,0.0,0.0061,36.1524,0.2008,0.1994
OWENS CORNING COMPOSITE MATERIALS LLC,"OWENS CORNING COMPOSITE MATERIALS LLC,RANDALL,TEXAS,USA",34.9020377,-101.7979613,35.43,108.75,0.0049,61.099,101.749,54.851,27.225
EL PASO NATURAL GAS COMPANY LLC,"EL PASO NATURAL GAS COMPANY LLC,RANDALL,TEXAS,USA",34.9020377,-101.7979613,14.564,57.334,0.0,0.022,4.8314,1.746,1.746
ONEOK WESTEX TRANSMISSION LLC,"ONEOK WESTEX TRANSMISSION LLC,RANDALL,TEXAS,USA",34.9020377,-101.7979613,0.1243,0.5429,0.0,0,1.4507,0.0081,0.0081
SOUTHWEST LANDFILL TX LP,"SOUTHWEST LANDFILL TX LP,RANDALL,TEXAS,USA",34.9020377,-101.7979613,20.88,4.58,0.0,22,1.932,6.462,4.721
POWER PIPE AND TANK LLC,"POWER PIPE AND TANK LLC,RANDALL,TEXAS,USA",35.1600477,-101.8464166,0,0,0.0,0,8.0061,0,0
UNITED FIBERGLASS INC,"UNITED FIBERGLASS INC,RANDALL,TEXAS,USA",35.1763651,-101.7053009,0.0416,0.0495,0.0,0.0003,8.2716,0.0032,0
DAVIS GAS PROCESSING INC,"DAVIS GAS PROCESSING INC,REAGAN,TEXAS,USA",31.9685988,-99.9018131,12.37,10.98,0.0,0.0197,14.3921,0.387,0.387
TARGA PIPELINE MID-CONTINENT WESTTEX LLC,"TARGA PIPELINE MID-CONTINENT WESTTEX LLC,REAGAN,TEXAS,USA",31.2179337,-96.7834522,42.271,113.1776,0.0,0.5283,122.8895,6.9936,6.9422
COGENT MIDSTREAM WESTEX LLC,"COGENT MIDSTREAM WESTEX LLC,REAGAN,TEXAS,USA",31.2179337,-96.7834522,31.2961,39.7814,0.0,0.2239,55.9016,3.0108,3.0108
TARGA MIDSTREAM SERVICES LLC,"TARGA MIDSTREAM SERVICES LLC,REAGAN,TEXAS,USA",31.2179337,-96.7834522,20.5703,82.9899,0.0,0.191,82.1412,3.246,3.246
DCP OPERATING COMPANY LP,"DCP OPERATING COMPANY LP,REAGAN,TEXAS,USA",31.2179337,-96.7834522,59.8984,24.4962,0.0,0.1389,12.1149,4.5372,4.5372
DELAWARE BASIN MIDSTREAM LLC,"DELAWARE BASIN MIDSTREAM LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,60.1373,157.6664,0.0,70.9784,66.4699,18.4178,18.3998
ENTERPRISE  PRODUCTS  OPERATING  LLC,"ENTERPRISE  PRODUCTS  OPERATING  LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,0.5571,2.6027,0.0,0.0234,18.8301,0.7348,0.7348
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,REEVES,TEXAS,USA",31.4307975,-103.7289167,122.3008,140.3154,0.0,73.2763,38.4346,2.3115,2.3115
EAGLECLAW MIDSTREAM VENTURES LLC,"EAGLECLAW MIDSTREAM VENTURES LLC,REEVES,TEXAS,USA",31.3305664,-103.5040182,13.68,53.21,0.0,0.328,47.939,3.97,3.97
SALT CREEK MIDSTREAM LLC,"SALT CREEK MIDSTREAM LLC,REEVES,TEXAS,USA",31.3616661,-103.682261,0.2521,0.1291,0.0,0.083,7.9428,0.0003,0.0002
APACHE CORPORATION,"APACHE CORPORATION,REEVES,TEXAS,USA",31.396763,-103.5810394,0,0,0.0,0,0,0,0
WPX ENERGY PERMIAN LLC,"WPX ENERGY PERMIAN LLC,REEVES,TEXAS,USA",31.4006309,-103.5126501,51.952,54.9763,0.0,0.2554,55.9115,1.8963,1.8963
ALTUS MIDSTREAM PROCESSING LP,"ALTUS MIDSTREAM PROCESSING LP,REEVES,TEXAS,USA",31.4307975,-103.7289167,24.1978,60.0423,0.0,0.4227,78.7993,6.7844,6.7844
BRAZOS MIDSTREAM OPERATING LLC,"BRAZOS MIDSTREAM OPERATING LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,71.24,122.409,0.0,101.476,46.77,10.53,9.166
ENTERPRISE PRODUCTS OPERATING LLC,"ENTERPRISE PRODUCTS OPERATING LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,52.6786,60.4247,0.0,6.1483,105.1304,6.991,6.991
ALTUS MIDSTREAM GATHERING LP,"ALTUS MIDSTREAM GATHERING LP,REEVES,TEXAS,USA",31.4307975,-103.7289167,31.4101,83.2432,0.0,1.9981,99.6886,7.2601,7.2601
DELAWARE BASIN JV GATHERING LLC,"DELAWARE BASIN JV GATHERING LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,13.4837,49.2974,0.0,0.3143,80.4274,4.0612,3.8965
STATELINE PROCESSING LLC,"STATELINE PROCESSING LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,25.7891,50.8949,0.0,0.2922,39.9466,3.1764,3.1764
EL PASO NATURAL GAS COMPANY LLC,"EL PASO NATURAL GAS COMPANY LLC,REEVES,TEXAS,USA",31.4307975,-103.7289167,1.1697,0.7206,0.0,0.004,2.5192,0.008,0.008
CONOCOPHILLIPS COMPANY,"CONOCOPHILLIPS COMPANY,REEVES,TEXAS,USA",31.4307975,-103.7289167,35.4812,47.947,0.0,3.0703,72.4687,3.7764,3.7764
BOARDWALK TEXAS INTRASTATE LLC,"BOARDWALK TEXAS INTRASTATE LLC,REFUGIO,TEXAS,USA",28.3052838,-97.2752704,0,0,0.0,0,2.093,0,0
KINDER MORGAN TEJAS PIPELINE LLC,"KINDER MORGAN TEJAS PIPELINE LLC,REFUGIO,TEXAS,USA",28.3052838,-97.2752704,21.2195,51.913,0.0,0.8655,6.4992,1.7012,1.7012
SOUTHCROSS PROCESSING LLC,"SOUTHCROSS PROCESSING LLC,REFUGIO,TEXAS,USA",28.3052838,-97.2752704,22.0525,62.6474,0.0,0.3807,25.2633,5.4383,5.4383
ETC TEXAS PIPELINE LTD,"ETC TEXAS PIPELINE LTD,ROBERTS,TEXAS,USA",35.8540979,-100.8903099,4.6408,12.3777,0.0,0.0507,15.333,0.862,0.862
NORTHERN NATURAL GAS CO,"NORTHERN NATURAL GAS CO,ROBERTS,TEXAS,USA",35.8026927,-100.9229402,28.8375,112.3114,0.0,1.1929,1.9465,2.3204,2.3204
MIDCOAST PIPELINES TEXAS GATHERING LP,"MIDCOAST PIPELINES TEXAS GATHERING LP,ROBERTS,TEXAS,USA",35.8540979,-100.8903099,3.1331,1.7514,0.0,0.0169,2.8627,0.5557,0.5557
MOTIVA ENTERPRISES LLC,"MOTIVA ENTERPRISES LLC,ROBERTSON,TEXAS,USA",31.0080004,-96.49297969999999,2.9652,1.4746,0.0,0.0027,13.8451,0.0796,0.0796
OAK GROVE MANAGEMENT COMPANY LLC,"OAK GROVE MANAGEMENT COMPANY LLC,ROBERTSON,TEXAS,USA",32.5351369,-96.31942529999999,13799.5915,4750.3932,0.039,8804.7133,18.8976,1500.5233,1497.7353
GATX RAIL CORPORATION,"GATX RAIL CORPORATION,ROBERTSON,TEXAS,USA",30.8640937,-96.6025238,3.3413,2.2509,0.0,0.0147,12.931,0.2216,0.221
MAJOR OAK POWER LLC,"MAJOR OAK POWER LLC,ROBERTSON,TEXAS,USA",31.0916042,-96.69490049999999,134.5737,2109.5513,0.0114,2372.9734,2.4113,492.5227,436.413
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,ROBERTSON,TEXAS,USA",30.9803086,-96.6663509,0,0,0.0,0,6.4857,0,0
CHESAPEAKE OPERATING LLC,"CHESAPEAKE OPERATING LLC,ROBERTSON,TEXAS,USA",31.0080004,-96.49297969999999,0.9614,0.5749,0.0,0.0012,185.7158,0.0123,0.0123
WHITMORE MANUFACTURING COMPANY,"WHITMORE MANUFACTURING COMPANY,ROCKWALL,TEXAS,USA",32.9223057,-96.4478953,1.555,1.8511,0.0,0.0112,1.929,0.1661,0.1661
BIMBO BAKERIES USA INC,"BIMBO BAKERIES USA INC,ROCKWALL,TEXAS,USA",32.9109566,-96.41209719999999,3.5935,4.6987,0.0,0.0257,18.3931,0.7044,0.7044
SPR PACKAGING LLC,"SPR PACKAGING LLC,ROCKWALL,TEXAS,USA",32.9228283,-96.44261499999999,3.908,6.3195,0.0,0.0237,20.4312,0.6916,0.6916
WINGATE GIN CORPORATION,"WINGATE GIN CORPORATION,RUNNELS,TEXAS,USA",32.0458436,-100.1109923,0.66,0.79,0.0,0,0.04,10.12,0.7
MANSFIELD PLUMBING PRODUCTS LLC,"MANSFIELD PLUMBING PRODUCTS LLC,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,0,0,0.0,0,8.8318,1.0128,0.1536
MERIDIAN BRICK LLC,"MERIDIAN BRICK LLC,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,168.6958,28.6694,0.0107,132.2205,9.7152,27.0876,25.4783
WEST FRASER WOOD PRODUCTS,"WEST FRASER WOOD PRODUCTS,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,40.3419,39.3964,0.0039,4.5566,220.348,49.9983,47.0848
LUMINANT GENERATION COMPANY LLC,"LUMINANT GENERATION COMPANY LLC,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,39086.945,10109.4149,0.0465,43582.8186,261.1246,1661.5267,989.1262
KINDER MORGAN TEJAS PIPELINE LLC,"KINDER MORGAN TEJAS PIPELINE LLC,RUSK,TEXAS,USA",32.0825271,-94.8282986,5.9161,49.3595,0.0,0.0809,5.0235,0.7794,0.7794
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,0,0,0.0,0,3.7701,0.28,0
TENASKA GATEWAY PARTNERS LTD,"TENASKA GATEWAY PARTNERS LTD,RUSK,TEXAS,USA",32.0184097,-94.6192779,289.8536,540.5754,0.0006,9.3,26.7661,90.0427,82.2452
ENERGY TRANSFER FUEL LP,"ENERGY TRANSFER FUEL LP,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,0.2515,3.5406,0.0,0.0176,0.547,0.2993,0.2993
ENABLE TEXOLA GATHERING & PROCESSING LLC,"ENABLE TEXOLA GATHERING & PROCESSING LLC,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,1.46,19.23,0.0,0.002,0.66,0.08,0.08
SUNOCO PARTNERS MARKETING & TERMINALS LP,"SUNOCO PARTNERS MARKETING & TERMINALS LP,RUSK,TEXAS,USA",31.7960064,-95.15022139999999,0,0,0.0,0,5.5774,0,0
GEORGIA-PACIFIC WOOD PRODUCTS LLC,"GEORGIA-PACIFIC WOOD PRODUCTS LLC,SABINE,TEXAS,USA",31.2974233,-93.8248241,382.293,93.949,0.0036,4.8745,900.0232,64.0385,44.1581
GULF SOUTH PIPELINE COMPANY LLC,"GULF SOUTH PIPELINE COMPANY LLC,SABINE,TEXAS,USA",29.7332834,-93.8948078,28.2722,7.896,0.0,0.2169,3.1083,1.8779,1.7299
MIDCOAST G & P EAST TEXAS LP,"MIDCOAST G & P EAST TEXAS LP,SAN AUGUSTINE,TEXAS,USA",31.4984423,-94.2358541,23.5605,19.9561,0.0,35.4187,2.076,1.8189,1.5389
EAST TEXAS ELECTRIC COOPERATIVE INC,"EAST TEXAS ELECTRIC COOPERATIVE INC,SAN JACINTO,TEXAS,USA",30.5187687,-95.1432068,38.0798,37.426,0.0,0.8576,5.7192,18.9764,18.9764
CHEMOURS COMPANY FC LLC,"CHEMOURS COMPANY FC LLC,SAN PATRICIO,TEXAS,USA",27.9999695,-97.5247243,18.6736,14,0.0,0.443,30.361,3.561,2.5035
EDROY COOPERATIVE GIN COMPANY,"EDROY COOPERATIVE GIN COMPANY,SAN PATRICIO,TEXAS,USA",27.973628,-97.67610739999999,4.23,5.04,0.0,0.03,0.28,37.56,3.39
GREGORY GIN COMPANY,"GREGORY GIN COMPANY,SAN PATRICIO,TEXAS,USA",27.9269306,-97.29372599999999,1.53,1.82,0.0,0.01,0.1,32.9,2.49
SOUTHCROSS GATHERING LTD,"SOUTHCROSS GATHERING LTD,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002,18.4246,15.2964,0.0,0.0261,14.7707,0.4423,0.4423
SMITH GIN CO-OP ODEM PLANT,"SMITH GIN CO-OP ODEM PLANT,SAN PATRICIO,TEXAS,USA",27.9684083,-97.6079893,1.51,1.8,0.0,0.01,0.1,24.66,1.82
FLINT HILLS RESOURCES INGLESIDE LLC,"FLINT HILLS RESOURCES INGLESIDE LLC,SAN PATRICIO,TEXAS,USA",27.8220263,-97.1995585,2.571,2.0702,0.0,8.9313,58.194,0.5757,0.5757
FROSTWOOD ENERGY LLC,"FROSTWOOD ENERGY LLC,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002,69.991,42.958,0.0,0.021,3.1022,0.703,0.703
MODA INGLESIDE LLC,"MODA INGLESIDE LLC,SAN PATRICIO,TEXAS,USA",27.8358095,-97.2039542,2.9878,14.2852,0.0,3.4993,111.2293,2.5506,2.1624
OCCIDENTAL CHEMICAL CORPORATION,"OCCIDENTAL CHEMICAL CORPORATION,SAN PATRICIO,TEXAS,USA",27.8859073,-97.24543,114.5652,468.3176,0.0042,5.4908,61.8254,120.3126,56.6526
GREGORY POWER PARTNERS LP,"GREGORY POWER PARTNERS LP,SAN PATRICIO,TEXAS,USA",27.9169552,-97.28118839999999,24.0326,59.6366,0.0,1.351,1.2173,19.8861,18.8795
KIEWIT OFFSHORE SERVICES LTD,"KIEWIT OFFSHORE SERVICES LTD,SAN PATRICIO,TEXAS,USA",27.8517267,-97.2273621,2.5155,0.4133,0.0,0.0001,60.1322,0.3982,0.3047
CORPUS CHRISTI LIQUEFACTION LLC,"CORPUS CHRISTI LIQUEFACTION LLC,SAN PATRICIO,TEXAS,USA",27.9132175,-97.285057,710.4417,1080.4624,0.0,11.0388,46.5023,36.1593,36.0306
TPCO AMERICA CORPORATION,"TPCO AMERICA CORPORATION,SAN PATRICIO,TEXAS,USA",27.9176742,-97.2697522,0.0011,0.0013,0.0,0,0.6299,0.1527,0.0891
CHENIERE CORPUS CHRISTI PIPELINE LP,"CHENIERE CORPUS CHRISTI PIPELINE LP,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002,35.0521,29.7875,0.0,9.6263,6.1091,4.5556,4.5556
VOESTALPINE TEXAS LLC,"VOESTALPINE TEXAS LLC,SAN PATRICIO,TEXAS,USA",27.8900547,-97.28450010000002,3954.8009,171.8489,0.0,19.5962,3.935,94.1162,66.5667
GULF COAST GROWTH VENTURES LLC,"GULF COAST GROWTH VENTURES LLC,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002,0,0,0.0,0,0.001,0,0
EQUISTAR CHEMICALS LP,"EQUISTAR CHEMICALS LP,SAN PATRICIO,TEXAS,USA",27.9544619,-97.77194190000002,0,0,0.0,0,19.2,0,0
